modeling-graphiti
Total,0

iot-wakaama
Total,10
field, count
resolution,0

modeling-elk
Total,3
field, count
resolution,0

soa-bpel
Total,376
field, count
os,5
priority,16
version,66
hardware,2
severity,14
component,11
product,7
assignee,139
status,15

technology-egerrit
Total,394
field, count
priority,1
os,2
version,2
hardware,1
component,2
severity,58
product,1
assignee,176
status,78

iot-iofog
Total,0

modeling-gmftooling
Total,0

technology-jnosql
Total,0

datatools-datatools
Total,0

rt-equinox
Total,13046
field, count
os,275
priority,285
version,1342
hardware,145
component,2852
severity,936
assignee,7172
product,2001
status,1465

tools-thym
Total,130
field, count
hardware,4
product,2
os,4
severity,21
component,2
assignee,47
version,5
status,9

tools-mtj
Total,744
field, count
os,65
priority,76
version,142
hardware,107
severity,63
component,147
assignee,371
product,11
status,173

mylyn-mylyncontextmft
Total,0

modeling-edapt
Total,125
field, count
os,2
priority,47
version,5
hardware,1
component,15
severity,12
assignee,45
product,4
status,15

iot-hawkbit
Total,0

modeling-fmc
Total,9
field, count
resolution,0

modeling-amalgam
Total,124
field, count
version,5
severity,7
component,11
assignee,33
product,10
status,12

iot-ponte
Total,4
field, count
resolution,0

iot-tinydtls
Total,7
field, count
priority,1
assignee,1
status,5

tools-ajdt
Total,1465
field, count
os,14
priority,79
version,174
hardware,4
severity,100
component,99
product,96
assignee,580
status,67

mylyn-mylyncontext
Total,0

technology-ogee
Total,33
field, count
version,6
component,1
severity,3
assignee,4
product,1
status,4

tools-buildship
Total,390
field, count
os,24
priority,3
hardware,20
version,117
severity,44
component,6
product,6
assignee,79
status,79

iot-kura
Total,46
field, count
severity,2
assignee,3
status,4

modeling-mmt.atl
Total,271
field, count
version,3
os,3
severity,8
component,5
assignee,10
product,2
status,20

modeling-sirius
Total,1595
field, count
os,179
priority,85
version,85
hardware,162
component,50
severity,178
assignee,796
product,24
status,1037

technology-packagedrone
Total,0

technology-hudson
Total,1423
field, count
priority,17
os,84
hardware,13
version,54
severity,81
component,84
assignee,290
product,39
status,302

mylyn-mylynbuilds
Total,0

science-chemclipse
Total,22
field, count
os,1
hardware,1
status,2

technology-camf
Total,12
field, count
component,1
severity,1
assignee,2
resolution,0

modeling-gmfnotation
Total,0

tools-xtend
Total,2297
field, count
priority,3
os,48
hardware,42
version,173
component,227
severity,315
assignee,264
product,141
status,816

technology-stem
Total,437
field, count
os,47
priority,35
hardware,47
version,1
severity,24
component,38
product,3
assignee,367
status,88

tools-targetmanagement
Total,0

technology-woolsey
Total,50
field, count
priority,2
severity,1
component,2
assignee,2
product,2
resolution,0

tools-tcf
Total,1144
field, count
os,34
priority,24
version,101
hardware,23
component,221
severity,65
product,182
assignee,316
status,63

modeling-emft.facet
Total,828
field, count
priority,632
os,69
hardware,67
version,130
component,12
severity,116
product,7
assignee,605
status,42

webtools-wtpreleng
Total,0

iot-paho
Total,143
field, count
version,3
os,6
component,10
severity,3
assignee,63
hardware,6
status,17

technology-sw360
Total,0

webtools-wtpejbtools
Total,0

modeling-etrice
Total,541
field, count
priority,3
severity,64
component,5
assignee,114
version,18
status,4

mylyn-mylyndocsvex
Total,0

iot-mihini
Total,121
field, count
priority,58
severity,18
assignee,47
status,11

technology-collections
Total,0

technology-cbi
Total,613
field, count
priority,25
os,20
version,67
hardware,14
severity,54
component,326
assignee,283
product,300
status,48

ecd-cft
Total,131
field, count
severity,1
component,1
assignee,40
product,1
status,3

modeling-gmp
Total,245
field, count
product,9
os,8
priority,36
severity,16
component,30
assignee,143
version,13
status,28

iot-om2m
Total,44
field, count
version,2
component,1
severity,1
assignee,21
hardware,1
status,12

tools-buckminster
Total,1261
field, count
os,145
priority,40
version,29
hardware,140
component,28
severity,61
assignee,302
product,12
status,104

rt-gemini.blueprint
Total,87
field, count
product,6
os,1
severity,11
component,8
assignee,37
version,16
status,2

rt-gemini.management
Total,49
field, count
version,22
component,1
severity,1
assignee,38
product,1
status,0

rt-jetty
Total,3770
field, count
priority,15
os,86
hardware,75
version,213
severity,245
component,106
assignee,1947
product,6
status,250

technology-mdmweb
Total,28
field, count
os,7
assignee,12
hardware,7
status,6

ecd-dirigible
Total,320
field, count
hardware,2
os,4
priority,24
severity,40
component,8
assignee,13
version,94
status,10

rt-gemini.web
Total,217
field, count
priority,1
os,6
version,6
hardware,5
component,53
severity,13
assignee,96
product,53
status,9

technology-skalli
Total,177
field, count
priority,7
os,33
severity,8
component,3
assignee,111
hardware,30
status,3

modeling-ocl
Total,1739
field, count
os,4
priority,105
version,90
hardware,5
component,80
severity,88
product,75
assignee,333
status,365

modeling-mdt.rmf
Total,347
field, count
os,27
priority,96
severity,69
component,7
assignee,141
hardware,20
status,17

technology-dltk
Total,1121
field, count
priority,72
os,61
hardware,13
version,577
component,67
severity,54
assignee,345
product,51
status,123

technology-gef3d
Total,120
field, count
os,3
priority,1
version,1
hardware,3
severity,2
component,4
product,1
assignee,20
status,7

iot-whiskers
Total,0

science-statet
Total,0

soa-stardust
Total,538
field, count
hardware,1
os,2
component,59
severity,12
assignee,225
version,92
status,26

technology-m2ewtp
Total,0

tools-damos
Total,6

mylyn-mylynversions
Total,0

technology-lsp4j
Total,1
field, count
component,1
assignee,1
product,1
resolution,0

eclipse-pde
Total,15737
field, count
os,447
priority,541
version,748
hardware,298
component,2528
severity,1107
assignee,7915
product,1417
status,3316

technology-lsp4e
Total,60
field, count
os,10
priority,3
severity,8
component,14
assignee,24
hardware,10
status,2

rt-rap
Total,5011
field, count
priority,499
os,584
version,572
hardware,503
component,332
severity,533
assignee,421
product,22
status,330

modeling-mdt.bpmn2
Total,62
field, count
severity,1
assignee,11
version,3
status,1

technology-openkplatform
Total,0

rt-gemini.naming
Total,26
field, count
version,1
component,3
severity,4
product,3
assignee,16
status,3

technology-lyo
Total,881
field, count
hardware,42
os,39
priority,10
severity,91
component,11
assignee,578
version,75
status,87

modeling-emft
Total,604
field, count
os,7
priority,34
version,73
hardware,4
component,41
severity,38
assignee,123
product,33
status,82

tools-ldt
Total,381
field, count
priority,97
os,17
hardware,14
version,46
severity,79
component,16
product,8
assignee,200
status,28

technology-tm4e
Total,1
field, count
hardware,1
product,1
os,1
severity,1
component,1
assignee,1
version,1
product,0

modeling-emfcompare
Total,1095
field, count
priority,26
os,16
hardware,15
version,76
component,78
severity,45
assignee,202
product,22
status,200

modeling-qvto
Total,967
field, count
os,5
priority,8
hardware,4
version,22
severity,16
component,17
assignee,149
product,6
status,128

science-ice
Total,327
field, count
product,1
priority,3
os,7
severity,8
component,2
assignee,60
hardware,5
status,23

tools-windowbuilder
Total,501
field, count
priority,8
os,53
hardware,51
version,54
severity,88
component,66
product,62
assignee,214
status,33

tools-pdt.incubator
Total,1
field, count
resolution,0

modeling-qvtd
Total,262
field, count
product,6
component,93
severity,3
assignee,11
version,3
status,16

science-eavp
Total,4
field, count
assignee,2
resolution,0

modeling-tmf
Total,5272
field, count
priority,63
os,84
hardware,80
version,456
severity,593
component,222
product,66
assignee,637
status,725

webtools-javaserverfaces
Total,0

modeling-mmt
Total,42
field, count
priority,28
severity,3
assignee,6
status,1

soa-mangrove
Total,13
field, count
version,1
severity,3
component,4
product,4
assignee,4
resolution,0

technology-mbeddr
Total,0

iot-ditto
Total,0

technology-egit
Total,4085
field, count
priority,5
os,215
hardware,185
version,295
severity,424
component,234
product,142
assignee,1145
status,301

technology-eclemma
Total,20
field, count
os,3
severity,1
assignee,18
hardware,3
resolution,0

technology-mdmbl
Total,2
field, count
component,1
assignee,1
product,1
product,0

soa-bpmn2modeler
Total,705
field, count
version,26
os,1
priority,8
component,8
severity,39
assignee,35
product,5
status,109

technology-omr
Total,0

iot-krikkit
Total,6
field, count
resolution,0

technology-nattable
Total,743
field, count
priority,1
os,9
version,26
hardware,3
severity,64
component,8
assignee,497
product,2
status,119

technology-n4js
Total,0

mylyn-mylyntasks
Total,0

technology-jgit
Total,991
field, count
os,53
priority,5
hardware,47
version,91
component,106
severity,135
assignee,304
product,104
status,38

webtools-libra
Total,152
field, count
os,1
priority,1
hardware,1
version,15
component,56
severity,18
product,41
assignee,72
status,5

modeling-gendoc
Total,106
field, count
severity,4
component,2
assignee,34
version,3
status,16

modeling-emf
Total,8029
field, count
os,101
priority,447
version,2003
hardware,74
component,1968
severity,778
assignee,2686
product,477
status,3487

modeling-papyrusxtuml
Total,0

tools-cdt
Total,19331
field, count
os,419
priority,450
hardware,226
version,2371
component,5106
severity,995
assignee,9772
product,1259
status,2391

iot-ignite
Total,0

technology-rtp
Total,77
field, count
product,1
priority,1
component,2
assignee,23
hardware,1
status,1

modeling-emft.b3
Total,140
field, count
os,8
priority,9
hardware,6
version,1
component,4
severity,9
assignee,19
product,2
status,1

rt-gemini.jpa
Total,126
field, count
os,3
priority,1
hardware,3
version,21
component,9
severity,4
assignee,6
product,8
status,2

technology-sisu
Total,130
field, count
priority,3
severity,2
component,6
assignee,89
version,42
status,9

tools-orbit
Total,1033
field, count
priority,64
os,20
version,18
hardware,19
component,36
severity,56
assignee,650
product,30
status,98

technology-scout
Total,1912
field, count
version,137
priority,19
os,193
severity,129
component,23
assignee,1136
hardware,172
status,595

science-richbeans
Total,0

technology-babel
Total,653
field, count
os,6
priority,28
version,45
hardware,5
component,89
severity,26
assignee,200
product,53
status,61

technology-osbp
Total,0

technology-mpc
Total,596
field, count
os,16
priority,22
hardware,14
version,74
component,118
severity,31
assignee,215
product,117
status,39

technology-efxclipse
Total,1092
field, count
hardware,3
product,9
os,4
severity,50
component,29
assignee,74
version,14
status,39

tools-tracecompass
Total,500
field, count
hardware,1
product,82
os,2
component,83
severity,33
assignee,152
version,89
status,29

technology-epf
Total,3064
field, count
os,70
priority,515
hardware,61
version,288
component,92
severity,313
assignee,2312
product,4
status,1084

iot-agail
Total,0

rt-apricot
Total,14
field, count
component,1
severity,1
product,1
status,1

technology-osee
Total,355
field, count
priority,4
os,130
version,36
hardware,132
severity,40
component,17
assignee,266
product,2
status,15

modeling-emf.parsley
Total,142
field, count
os,2
component,5
severity,5
assignee,70
hardware,1
status,6

tools-atf
Total,493
field, count
os,8
priority,39
version,8
hardware,1
severity,27
component,20
assignee,123
product,11
status,35

tools-aspectj
Total,2884
field, count
os,44
priority,541
version,226
hardware,6
component,239
severity,298
assignee,536
product,185
status,209

modeling-modeling
Total,217
field, count
version,17
hardware,1
priority,4
severity,21
component,33
assignee,47
product,29
status,89

modeling-emft.refactor
Total,20
field, count
product,1
os,1
component,2
assignee,2
version,1
product,0

technology-dash
Total,199
field, count
os,5
priority,12
hardware,2
version,2
component,26
severity,3
assignee,47
product,18
status,26

technology-swtbot
Total,524
field, count
priority,28
os,106
hardware,109
version,90
component,41
severity,32
product,7
assignee,86
status,24

webtools-wtpwebsite
Total,0

foundation-workinggroups
Total,0

tools-tools
Total,9
field, count
product,1
component,1
assignee,4
version,1
status,1

technology-app4mc
Total,47
field, count
severity,6
assignee,36
status,9

modeling-m2t
Total,1059
field, count
os,7
priority,89
version,75
hardware,4
component,65
severity,74
assignee,376
product,46
status,323

technology-tycho
Total,1060
field, count
os,306
priority,72
hardware,308
version,115
component,49
severity,206
product,17
assignee,525
status,89

iot-scada
Total,101
field, count
hardware,1
severity,7
os,2
priority,7
component,2
assignee,44
version,21
status,7

modeling-emft.js4emf
Total,0

modeling-mdht
Total,29
field, count
os,2
component,6
assignee,6
hardware,2
status,4

soa-score
Total,1

technology-jubula
Total,2030
field, count
priority,438
os,164
version,71
hardware,131
component,74
severity,257
assignee,914
product,4
status,351

technology-usssdk
Total,7
field, count
product,5
severity,2
component,5
assignee,6
version,4
product,0

modeling-emf.egf
Total,191
field, count
os,3
priority,1
hardware,3
version,5
component,1
severity,5
product,1
assignee,88
status,33

mylyn-mylynreviewsr4e
Total,0

rt-ercp
Total,595
field, count
priority,7
os,23
hardware,4
version,14
component,39
severity,36
assignee,136
product,5
status,119

webtools-webtools
Total,0

technology-microprofile
Total,3

iot-milo
Total,0

modeling-ecoretools
Total,293
field, count
version,44
priority,25
severity,22
component,33
assignee,107
product,33
status,46

webtools-jsdt
Total,2439
field, count
priority,65
os,125
hardware,122
version,878
component,1090
severity,251
product,1057
assignee,1578
status,182

technology-epp
Total,1558
field, count
os,103
priority,124
version,383
hardware,92
component,443
severity,111
assignee,520
product,380
status,86

webtools-wtpjavaeetools
Total,0

modeling-ecp
Total,1615
field, count
os,9
priority,1067
version,30
hardware,5
component,21
severity,143
assignee,698
product,9
status,33

iot-4diac
Total,302
field, count
hardware,1
os,1
component,4
severity,3
assignee,17
version,88
status,16

mylyn-mylynreviews
Total,0

modeling-gmfruntime
Total,0

technology-recommenders
Total,1206
field, count
os,60
priority,34
version,135
hardware,55
severity,114
component,98
assignee,606
product,68
status,66

eclipse-e4
Total,3478
field, count
os,222
priority,25
version,197
hardware,199
component,185
severity,122
product,92
assignee,1519
status,381

technology-remus
Total,61
field, count
severity,1
assignee,1
version,1
status,8

modeling-epsilon
Total,535
field, count
priority,3
os,4
version,43
hardware,2
component,248
severity,41
assignee,146
product,248
status,70

eclipse-platform
Total,108813
field, count
os,5895
priority,12216
version,6617
hardware,3050
component,19943
severity,10372
assignee,71021
product,8418
status,29395

technology-reddeer
Total,0

tools-ptp
Total,2732
field, count
os,109
priority,298
hardware,44
version,383
component,277
severity,172
assignee,1410
product,140
status,203

iot-paho.incubator
Total,0

science-triquetrum
Total,1
field, count
assignee,1
resolution,0

modeling-emfservices
Total,0

birt-birt
Total,22409
field, count
os,123
priority,2671
hardware,33
version,584
component,5058
severity,1308
assignee,17923
product,111
status,4597

modeling-upr
Total,3
field, count
assignee,1
assignee,0

modeling-mdt.uml2
Total,960
field, count
priority,253
os,7
version,177
hardware,4
component,131
severity,122
assignee,601
product,86
status,649

tools-objectteams
Total,664
field, count
priority,12
os,4
version,43
hardware,3
severity,15
component,26
product,16
assignee,542
status,321

technology-simopenpass
Total,0

rt-virgo
Total,1580
field, count
os,39
priority,8
hardware,20
version,133
severity,161
component,72
product,8
assignee,968
status,54

technology-uomo
Total,48
field, count
version,2
assignee,5
priority,15
component,2
severity,9
os,7
hardware,4
resolution,0

eclipse-incubator
Total,48
field, count
version,4
severity,2
component,4
assignee,19
product,4
status,1

technology-sensinact
Total,0

modeling-umlgen
Total,88
field, count
hardware,1
os,1
severity,14
component,4
assignee,6
version,4
status,7

modeling-emf.diffmerge
Total,152
field, count
severity,5
assignee,26
status,25

